,region_description,data_item_description,sex_description,age_description,adjustment_type_description,observation_month,observation_value
207,South Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-04,NaN
208,South Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-05,NaN
209,South Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-06,NaN
210,South Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-07,NaN
211,South Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-08,NaN
212,South Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-09,NaN
213,South Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-10,NaN
214,South Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-11,NaN
215,South Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-12,NaN
0,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-01,7.3700413
1,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-02,6.5895365
2,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-03,6.9536881
3,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-04,6.3466092
4,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-05,6.0563922
5,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-06,5.6044678
6,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-07,6.3775796
7,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-08,5.9621286
8,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-09,6.0115161
9,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-10,5.5673687
10,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-11,5.7113139
11,Western Australia,Unemployment rate (%),Males,15 and over,Original,2019-12,5.3187764
12,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-01,6.6070084
13,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-02,5.6331065
14,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-03,5.6041241
15,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-04,5.819127
16,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-05,7.3190218
17,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-06,8.0513632
18,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-07,7.8435557
19,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-08,6.7389829
20,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-09,6.9928669
21,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-10,6.5893628
22,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-11,5.8257414
23,Western Australia,Unemployment rate (%),Males,15 and over,Original,2020-12,6.3403804
24,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-01,6.7545502
25,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-02,6.2300546
26,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-03,6.4880293
27,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-04,6.3974724
28,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-05,6.4518089
29,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-06,6.0130075
30,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-07,6.1841609
31,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-08,5.9664048
32,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-09,6.0879084
33,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-10,5.7078921
34,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-11,5.9758232
35,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-12,5.5244457
36,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-01,6.0214434
37,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-02,5.3616871
38,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-03,5.213935
39,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-04,5.8698583
40,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-05,7.7848766
41,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-06,8.6423334
42,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-07,7.6102779
43,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-08,6.9075925
44,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-09,7.0824087
45,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-10,6.7703871
46,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-11,6.0733417
47,Western Australia,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-12,6.5875436
48,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-01,NaN
49,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-02,NaN
50,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-03,NaN
51,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-04,NaN
52,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-05,NaN
53,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-06,NaN
54,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-07,NaN
55,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-08,NaN
56,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-09,NaN
57,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-10,NaN
58,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-11,NaN
59,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2019-12,NaN
60,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-01,NaN
61,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-02,NaN
62,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-03,NaN
63,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-04,NaN
64,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-05,NaN
65,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-06,NaN
66,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-07,NaN
67,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-08,NaN
68,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-09,NaN
69,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-10,NaN
70,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-11,NaN
71,Western Australia,Unemployment rate (%),Males,15 and over,Trend,2020-12,NaN
72,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-01,7.4712248
73,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-02,6.3078751
74,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-03,5.9199731
75,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-04,5.8123968
76,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-05,5.8001097
77,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-06,4.8763019
78,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-07,4.8077744
79,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-08,5.5169507
80,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-09,5.2177324
81,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-10,5.3142363
82,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-11,5.1103411
83,Western Australia,Unemployment rate (%),Females,15 and over,Original,2019-12,5.2431158
84,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-01,6.0792107
85,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-02,5.5543481
86,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-03,6.3061234
87,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-04,6.5425694
88,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-05,8.2788671
89,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-06,7.8916466
90,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-07,8.0767015
91,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-08,7.0436623
92,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-09,6.1498101
93,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-10,6.0506979
94,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-11,6.4409731
95,Western Australia,Unemployment rate (%),Females,15 and over,Original,2020-12,5.832137
96,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-01,6.6215855
97,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-02,5.7091619
98,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-03,5.3150549
99,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-04,5.6078395
100,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-05,5.9518917
101,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-06,5.4610972
102,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-07,5.5005416
103,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-08,5.5092151
104,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-09,5.3715704
105,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-10,5.6076981
106,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-11,5.3682162
107,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-12,5.2426226
108,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-01,5.3440907
109,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-02,5.0567536
110,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-03,5.6535912
111,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-04,6.3116211
112,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-05,8.5055165
113,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-06,8.8383555
114,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-07,9.258812
115,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-08,7.1859238
116,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-09,6.3256756
117,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-10,6.3723258
118,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-11,6.7364227
119,Western Australia,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2020-12,5.8478352
120,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-01,NaN
121,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-02,NaN
122,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-03,NaN
123,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-04,NaN
124,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-05,NaN
125,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-06,NaN
126,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-07,NaN
127,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-08,NaN
128,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-09,NaN
129,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-10,NaN
130,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-11,NaN
131,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2019-12,NaN
132,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-01,NaN
133,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-02,NaN
134,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-03,NaN
135,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-04,NaN
136,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-05,NaN
137,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-06,NaN
138,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-07,NaN
139,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-08,NaN
140,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-09,NaN
141,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-10,NaN
142,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-11,NaN
143,Western Australia,Unemployment rate (%),Females,15 and over,Trend,2020-12,NaN
144,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-01,7.4161096
145,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-02,6.4605265
146,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-03,6.4779224
147,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-04,6.1013513
148,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-05,5.9388371
149,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-06,5.2711601
150,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-07,5.6566483
151,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-08,5.7575348
152,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-09,5.643683
153,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-10,5.4510173
154,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-11,5.433868
155,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2019-12,5.2838821
156,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-01,6.3631233
157,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-02,5.5967932
158,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-03,5.9283463
159,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-04,6.1515934
160,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-05,7.7593172
161,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-06,7.9774368
162,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-07,7.9517735
163,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-08,6.8797993
164,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-09,6.6019647
165,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-10,6.3388684
166,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-11,6.1139102
167,Western Australia,Unemployment rate (%),Persons,15 and over,Original,2020-12,6.10253
168,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-01,6.6939135
169,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-02,5.9906485
170,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-03,5.9477655
171,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-04,6.0343932
172,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-05,6.2226832
173,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-06,5.7608069
174,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-07,5.8694664
175,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-08,5.7567558
176,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-09,5.7558115
177,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-10,5.661687
178,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-11,5.6962517
179,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2019-12,5.3947808
180,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-01,5.7080339
181,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-02,5.2205691
182,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-03,5.4169695
183,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-04,6.0731724
184,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-05,8.1151546
185,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-06,8.7330134
186,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-07,8.3797487
187,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-08,7.0356201
188,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-09,6.7313579
189,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-10,6.5846318
190,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-11,6.3829903
191,Western Australia,Unemployment rate (%),Persons,15 and over,Seasonally Adjusted,2020-12,6.242215
192,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-01,NaN
193,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-02,NaN
194,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-03,NaN
195,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-04,NaN
196,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-05,NaN
197,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-06,NaN
198,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-07,NaN
199,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-08,NaN
200,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-09,NaN
201,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-10,NaN
202,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-11,NaN
203,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2019-12,NaN
204,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-01,NaN
205,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-02,NaN
206,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-03,NaN
207,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-04,NaN
208,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-05,NaN
209,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-06,NaN
210,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-07,NaN
211,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-08,NaN
212,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-09,NaN
213,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-10,NaN
214,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-11,NaN
215,Western Australia,Unemployment rate (%),Persons,15 and over,Trend,2020-12,NaN
0,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-01,6.2668741
1,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-02,6.0440034
2,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-03,6.1716663
3,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-04,5.7619919
4,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-05,5.7612083
5,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-06,6.4611943
6,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-07,6.5853738
7,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-08,6.9852518
8,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-09,6.2236098
9,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-10,5.4516946
10,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-11,5.463652
11,Tasmania,Unemployment rate (%),Males,15 and over,Original,2019-12,5.2923947
12,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-01,5.7653168
13,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-02,5.55681
14,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-03,5.6585963
15,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-04,6.5878769
16,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-05,6.2911764
17,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-06,7.2726124
18,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-07,6.2737298
19,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-08,7.3636601
20,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-09,8.3794199
21,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-10,7.6409598
22,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-11,7.6750328
23,Tasmania,Unemployment rate (%),Males,15 and over,Original,2020-12,8.1732976
24,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-01,6.0732401
25,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-02,5.9661797
26,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-03,6.1541798
27,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-04,6.1471042
28,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-05,5.9669293
29,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-06,6.4525646
30,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-07,6.4121695
31,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-08,6.4891918
32,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-09,6.2423725
33,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-10,5.6256502
34,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-11,5.5129443
35,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2019-12,5.3766086
36,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-01,5.5707802
37,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-02,5.4923955
38,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-03,5.6421267
39,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-04,7.0268975
40,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-05,6.5193064
41,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-06,7.2622334
42,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-07,6.0862411
43,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-08,6.9936675
44,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-09,8.4333635
45,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-10,7.887744
46,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-11,7.7475792
47,Tasmania,Unemployment rate (%),Males,15 and over,Seasonally Adjusted,2020-12,8.3115653
48,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-01,NaN
49,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-02,NaN
50,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-03,NaN
51,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-04,NaN
52,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-05,NaN
53,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-06,NaN
54,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-07,NaN
55,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-08,NaN
56,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-09,NaN
57,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-10,NaN
58,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-11,NaN
59,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2019-12,NaN
60,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-01,NaN
61,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-02,NaN
62,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-03,NaN
63,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-04,NaN
64,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-05,NaN
65,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-06,NaN
66,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-07,NaN
67,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-08,NaN
68,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-09,NaN
69,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-10,NaN
70,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-11,NaN
71,Tasmania,Unemployment rate (%),Males,15 and over,Trend,2020-12,NaN
72,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-01,8.293578
73,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-02,8.0440543
74,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-03,7.4652157
75,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-04,7.8121096
76,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-05,6.8125093
77,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-06,6.7382385
78,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-07,5.8555539
79,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-08,5.9739207
80,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-09,5.6411338
81,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-10,5.5005588
82,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-11,5.918356
83,Tasmania,Unemployment rate (%),Females,15 and over,Original,2019-12,5.6289396
84,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-01,6.5023583
85,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-02,4.9054453
86,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-03,4.3971811
87,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-04,5.4380519
88,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-05,6.1152706
89,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-06,6.1630626
90,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-07,6.4433191
91,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-08,5.1281442
92,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-09,6.3271416
93,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-10,7.4577233
94,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-11,7.2512077
95,Tasmania,Unemployment rate (%),Females,15 and over,Original,2020-12,5.5224471
96,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-01,7.7352267
97,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-02,7.1656858
98,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-03,7.0149769
99,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-04,7.4995142
100,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-05,6.8424506
101,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-06,7.0607533
102,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-07,5.3989474
103,Tasmania,Unemployment rate (%),Females,15 and over,Seasonally Adjusted,2019-08,6.2473352
